success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,program,sex,strand,class_rank,academic_awards,classroom_org,school_org,fathers_education,fathers_employment,mothers_education,mothers_employment,income,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,laptop,internet
0,80.63,82.02,71.99,76.79,63.45,72.9,84.5,BS Information Technology,Male,TVL-ICT,Top 20,None,None,None,No schooling completed,"Disabled, not able to work",No schooling completed,"Disabled, not able to work",Prefer not to say,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,More than 30 min. but less than 1 hour/day,Up to 30 minutes/day,No,Pre-paid plan(Limited Data Subscription)
1,84.19,76.83,87.4,59.25,79.96,95.65,93.5,BS Information Technology,Male,STEM,None,None,None,None,"High school graduate, diploma or the equivalent","Employed, working 1 to 39 hours or more per week (part-time)","Some high school, no diploma","Self-employed (doing business, etc.)",Prefer not to say,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Research online,Up to 30 minutes/day,Up to 30 minutes/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,69.19,58.56,48.4,80.93,70.61,79.78,94,BS Computer Science,Male,ABM/BAM,Top 20,With Honor,None,None,"Some high school, no diploma","Employed, working 1 to 39 hours or more per week (part-time)","Some high school, no diploma","Not employed, looking for work","Below P10,000",Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Sometimes,Never,Seldom,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,Planning to purchase,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,96.72,98.65,82.26,93.41,75.28,95.65,92.5,BS Computer Science,Male,STEM,None,With Honor,None,None,"Some college credit, no degree","Self-employed (doing business, etc.)","High school graduate, diploma or the equivalent","Not employed, not looking for work","P10,000 to P20,000",Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Sometimes,Seldom,Never,Sometimes,Often/Always,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Never,Never,Often/Always,Seldom,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Ask my friends,More than 30 min. but less than 1 hour/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
1,69.19,76.83,30.03,29.96,75.28,87.72,91,BS Computer Science,Male,STEM,Top 10,With Honor,None,None,"Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)","Some high school, no diploma","Self-employed (doing business, etc.)","Below P10,000",Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Often/Always,Seldom,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
1,98.18,99.14,98.7,91.97,63.45,99.28,86.89,BS Information Technology,Male,STEM,None,None,Auditor,Grade Level Representative,Bachelor’s degree,"Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Seldom,Seldom,Never,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Seldom,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Research online,More than 1 hour but less than 2 hours/day,More than 2 hours but less than 3 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
1,66.95,70.75,54.75,85.06,44.18,26.06,86,BS Computer Science,Female,HUMSS,None,None,Auditor,None,Bachelor’s degree,"Self-employed (doing business, etc.)",Associate degree,"Not Applicable (no work, not known, etc.)","P10,000 to P20,000",Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Research from reference books on my own,More than 1 hour but less than 2 hours/day,More than 30 min. but less than 1 hour/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
1,96.17,94.81,94.82,89.19,96.87,79.78,88,BS Information Technology,Male,STEM,None,None,None,None,"High school graduate, diploma or the equivalent","Not employed, not looking for work","High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Seldom,Research online,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,83.5,74.8,82.26,80.93,70.61,91.68,92,BS Information Technology,Female,GAS,Top 10,With Honor,Secretary,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Seldom,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my teachers at school,More than 1 hour but less than 2 hours/day,More than 30 min. but less than 1 hour/day,Planning to purchase,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,99.42,99.64,90.84,98.84,98.63,97.87,82.5,BS Information Technology,,STEM,None,None,None,None,Bachelor’s degree,"Self-employed (doing business, etc.)",Bachelor’s degree,"Not employed, not looking for work","Below P10,000",Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Never,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Seldom,Ask my friends,More than 2 hours but less than 3 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,86.95,89.71,90.94,76.79,44.18,79.78,85.5,BS Computer Science,Male,GAS,None,None,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Self-employed (doing business, etc.)","P10,000 to P20,000",Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Sometimes,Seldom,Never,Often/Always,Seldom,Seldom,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Never,Seldom,Never,Often/Always,Never,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 1 hour but less than 2 hours/day,More than 4 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,82.81,78.85,71.99,72.66,84.63,83.75,89.6,BS Information Technology,Female,STEM,None,None,PIO,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Not employed, not looking for work","Below P10,000",Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Agree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Sometimes,Never,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 30 min. but less than 1 hour/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
1,71.42,52.9,71.99,59.25,53.82,98.34,92.7,BS Information Technology,Male,STEM,None,None,None,None,Bachelor’s degree,"Not employed, looking for work",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Often/Always,Never,Never,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Seldom,Sometimes,Seldom,Never,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Research from reference books on my own,More than 3 hours but less than 4 hours/day,More than 4 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,74.25,58.56,66.85,66.81,84.63,87.72,84.34,BS Information Technology,Male,ABM/BAM,None,None,None,None,Trade/technical/vocational training,"Self-employed (doing business, etc.)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Sometimes,Never,Seldom,Seldom,Never,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Never,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Seldom,Research online,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,82.12,90.77,77.12,72.66,75.28,15.15,94.06,BS Information Technology,Male,TVL-ICT,None,With Honor,Secretary,None,"Not Applicable (no work, not known, etc.)","Self-employed (doing business, etc.)","High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","Below P10,000",Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Seldom,Often/Always,Sometimes,Seldom,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Research online,Up to 30 minutes/day,I don’t study.,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,61.37,63.53,54.75,59.25,53.82,43.49,91,BS Computer Science,Male,TVL-ICT,Top 5,With Honor,Vice President,None,Bachelor’s degree,"Self-employed (doing business, etc.)",Bachelor’s degree,"Self-employed (doing business, etc.)","Below P10,000",Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Sometimes,Never,Sometimes,Seldom,Never,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Seldom,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Research online,More than 1 hour but less than 2 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,77.9,88.66,30.03,66.81,63.45,79.78,83,BS Computer Science,Male,GAS,None,None,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Not Applicable (no work, not known, etc.)","P10,000 to P20,000",Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,71.42,68.5,82.26,36.55,70.61,72.9,93.5,BS Information Technology,Female,STEM,Top 5,High Honor,Secretary,None,No schooling completed,"Disabled, not able to work",No schooling completed,"Disabled, not able to work",Prefer not to say,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Often/Always,Never,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,More than 3 hours but less than 4 hours/day,More than 3 hours but less than 4 hours/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,64.72,68.5,71.99,18.75,63.45,72.9,87,BS Computer Science,Female,TVL-HE,Top 20,With Honor,None,None,"Some college credit, no degree","Self-employed (doing business, etc.)","Some college credit, no degree","Not employed, looking for work","Below P10,000",Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,Up to 30 minutes/day,I don’t study.,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,91.56,83.47,92.88,94.84,79.96,87.96,90.5,BS Information Technology,Female,STEM,Top 20,With Honor,None,None,Professional degree,"Self-employed (doing business, etc.)",Professional degree,"Not employed, not looking for work","P10,000 to P20,000",Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Seldom,Never,Never,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Research online,Up to 30 minutes/day,Up to 30 minutes/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
